Artist,Song,Explicit,Explicit_f,Year,Popularity,Popularity_f,Danceability,Energy,Speechiness,Acousticness,Liveness,Valence,Genre
Major Lazer,Lean On (feat. MØ & DJ Snake),0,FALSE,2015,0.73,73,0.723,0.809,0.0625,0.00346,0.565,0.274,"hip hop, pop, Dance/Electronic"
Jessie J,Price Tag,0,FALSE,2011,0.73,73,0.636,0.831,0.182,0.0294,0.272,0.668,"hip hop, pop"
Kanye West,Jesus Walks,1,TRUE,2004,0.73,73,0.637,0.834,0.323,0.614,0.317,0.715,hip hop
Fort Minor,Remember the Name (feat. Styles of Beyond),1,TRUE,2005,0.73,73,0.688,0.835,0.0911,0.0583,0.0795,0.88,"hip hop, pop, rock"
Far East Movement,Like A G6,0,FALSE,2010,0.73,73,0.435,0.837,0.449,0.00676,0.117,0.778,"hip hop, pop"
Katy Perry,Hot N Cold,0,FALSE,2008,0.73,73,0.706,0.841,0.0418,7.95E-05,0.0688,0.861,pop
Justin Bieber,Beauty And A Beat,0,FALSE,2012,0.73,73,0.602,0.843,0.0593,0.000688,0.0682,0.526,pop
Kanye West,Touch The Sky,1,TRUE,2005,0.73,73,0.552,0.846,0.342,0.0114,0.309,0.554,hip hop
D12,My Band,1,TRUE,2004,0.73,73,0.851,0.849,0.0828,0.497,0.116,0.844,"hip hop, pop, rock"
Alice Deejay,Better Off Alone,0,FALSE,2000,0.73,73,0.671,0.88,0.0552,0.00181,0.285,0.782,pop
Calvin Harris,Giant (with Rag'n'Bone Man),0,FALSE,2019,0.73,73,0.807,0.887,0.0361,0.016,0.0811,0.606,"hip hop, pop, Dance/Electronic"
Gorillaz,DARE,0,FALSE,2005,0.73,73,0.76,0.891,0.0372,0.0229,0.298,0.966,hip hop
Drake,Forever,1,TRUE,2009,0.73,73,0.457,0.906,0.342,0.249,0.182,0.54,"hip hop, pop, R&B"
Katy Perry,Part Of Me,0,FALSE,2012,0.73,73,0.678,0.918,0.0355,0.000417,0.0744,0.769,pop
Limp Bizkit,Rollin' (Air Raid Vehicle),1,TRUE,2000,0.73,73,0.603,0.933,0.171,0.00591,0.206,0.709,metal
Finger Eleven,Paralyzer,0,FALSE,2007,0.73,73,0.644,0.939,0.0456,0.157,0.233,0.861,"rock, metal"
Finger Eleven,Paralyzer,0,FALSE,2007,0.73,73,0.644,0.939,0.0456,0.157,0.233,0.861,"rock, metal"
Seether,Fake It,1,TRUE,2007,0.73,73,0.611,0.95,0.0518,0.00141,0.0543,0.607,"rock, metal"
Alex Gaudino,Destination Calabria - Radio Edit,0,FALSE,2007,0.73,73,0.627,0.954,0.0425,0.0015,0.292,0.312,Dance/Electronic
Linkin Park,Bleed It Out,1,TRUE,2007,0.73,73,0.529,0.967,0.0508,0.114,0.61,0.596,"rock, metal"
Red Hot Chili Peppers,By the Way,0,FALSE,2002,0.73,73,0.451,0.97,0.107,0.0264,0.102,0.198,rock
Linkin Park,BURN IT DOWN,0,FALSE,2012,0.73,73,0.585,0.972,0.0534,0.0143,0.0707,0.585,"rock, metal"
Future,Low Life (feat. The Weeknd),1,TRUE,2016,0.74,74,0.722,0.331,0.0726,0.337,0.146,0.102,"hip hop, pop"
21 Savage,Bank Account,1,TRUE,2017,0.74,74,0.884,0.347,0.35,0.015,0.0871,0.376,hip hop
Drake,The Motto,1,TRUE,2011,0.74,74,0.766,0.442,0.356,0.000107,0.111,0.39,"hip hop, pop, R&B"
Rihanna,Take A Bow,0,FALSE,2008,0.74,74,0.697,0.467,0.0715,0.248,0.0941,0.572,"hip hop, pop, R&B"
Jeremih,Don't Tell 'Em,1,TRUE,2015,0.74,74,0.856,0.527,0.0997,0.392,0.11,0.386,"hip hop, pop, R&B"
3 Doors Down,Here Without You,0,FALSE,2002,0.74,74,0.557,0.533,0.0252,0.0492,0.205,0.233,"pop, rock, metal"
Ne-Yo,Because Of You,0,FALSE,2007,0.74,74,0.81,0.538,0.0356,0.528,0.0951,0.828,"pop, R&B"
Adele,Skyfall,0,FALSE,2012,0.74,74,0.346,0.552,0.0282,0.417,0.114,0.0789,"pop, R&B"
Jessie J,Domino,0,FALSE,2011,0.74,74,0.758,0.557,0.034,0.0117,0.0418,0.781,"hip hop, pop"
Drake,Headlines,1,TRUE,2011,0.74,74,0.636,0.566,0.106,0.365,0.0917,0.425,"hip hop, pop, R&B"
Katy Perry,Dark Horse,0,FALSE,2013,0.74,74,0.647,0.585,0.0512,0.00314,0.165,0.353,pop
Gnarls Barkley,Crazy,0,FALSE,2006,0.74,74,0.855,0.587,0.0336,0.0505,0.105,0.64,"hip hop, R&B"
Timbaland,Apologize,0,FALSE,2007,0.74,74,0.653,0.604,0.0278,0.0292,0.097,0.101,"hip hop, pop, R&B"
Sean Kingston,Eenie Meenie,0,FALSE,2010,0.74,74,0.72,0.607,0.0322,0.0543,0.113,0.828,"hip hop, pop, R&B"
Kygo,Stole the Show,0,FALSE,2016,0.74,74,0.64,0.635,0.226,0.271,0.319,0.475,"pop, Dance/Electronic"
Eminem,Shake That,1,TRUE,2005,0.74,74,0.963,0.643,0.117,0.0507,0.157,0.534,hip hop
Madonna,Hung Up,0,FALSE,2005,0.74,74,0.649,0.647,0.0452,0.0039,0.0686,0.405,pop
The Game,How We Do,1,TRUE,2005,0.74,74,0.862,0.648,0.251,0.0455,0.0332,0.637,"hip hop, pop"
The Strokes,Reptilia,0,FALSE,2003,0.74,74,0.489,0.649,0.0336,0.000603,0.101,0.77,rock
Tove Lo,Habits (Stay High),0,FALSE,2014,0.74,74,0.733,0.65,0.0315,0.0703,0.0829,0.348,"pop, Dance/Electronic"
Drake,Too Good,1,TRUE,2016,0.74,74,0.794,0.653,0.104,0.0489,0.1,0.397,"hip hop, pop, R&B"
Flo Rida,Right Round,0,FALSE,2009,0.74,74,0.72,0.672,0.0551,0.009,0.232,0.705,"hip hop, pop"
T.I.,Whatever You Like,1,TRUE,2008,0.74,74,0.68,0.687,0.0709,0.0161,0.261,0.467,"hip hop, pop"
T.I.,Whatever You Like,1,TRUE,2008,0.74,74,0.68,0.687,0.0709,0.0161,0.261,0.467,"hip hop, pop"
Dennis Lloyd,Nevermind,0,FALSE,2017,0.74,74,0.6,0.688,0.201,0.159,0.409,0.0793,pop
Gorillaz,Clint Eastwood,1,TRUE,2001,0.74,74,0.663,0.694,0.171,0.0253,0.0698,0.525,hip hop
Camila Cabello,Never Be the Same,0,FALSE,2018,0.74,74,0.637,0.713,0.0747,0.181,0.137,0.243,pop
Ariana Grande,Love Me Harder,0,FALSE,2014,0.74,74,0.472,0.714,0.0334,0.00937,0.0764,0.24,pop
Ariana Grande,Love Me Harder,0,FALSE,2014,0.74,74,0.472,0.714,0.0334,0.00937,0.0764,0.24,pop
Bastille,Pompeii,0,FALSE,2013,0.74,74,0.679,0.715,0.0407,0.0755,0.271,0.571,"pop, rock"
Fetty Wap,679 (feat. Remy Boyz),1,TRUE,2015,0.74,74,0.618,0.717,0.318,0.00256,0.625,0.603,"hip hop, pop"
Beyoncé,Halo,0,FALSE,2008,0.74,74,0.508,0.72,0.0628,0.272,0.0563,0.472,"pop, R&B"
Kehlani,Nights Like This (feat. Ty Dolla $ign),1,TRUE,2019,0.74,74,0.61,0.725,0.15,0.367,0.154,0.291,"hip hop, pop, R&B"
Disclosure,Latch,0,FALSE,2013,0.74,74,0.503,0.727,0.167,0.0159,0.0895,0.521,"pop, Dance/Electronic"
Disclosure,Latch,0,FALSE,2013,0.74,74,0.503,0.727,0.167,0.0159,0.0895,0.521,"pop, Dance/Electronic"
Britney Spears,Circus,0,FALSE,2008,0.74,74,0.791,0.733,0.052,0.147,0.0713,0.761,pop
Soulja Boy,Crank That (Soulja Boy),0,FALSE,2007,0.74,74,0.736,0.74,0.0786,0.515,0.0468,0.803,"hip hop, pop"
Soulja Boy,Crank That (Soulja Boy),0,FALSE,2007,0.74,74,0.736,0.74,0.0786,0.515,0.0468,0.803,"hip hop, pop"
Taylor Swift,Love Story,0,FALSE,2008,0.74,74,0.617,0.741,0.0311,0.131,0.0772,0.306,pop
Nicky Jam,X,0,FALSE,2019,0.74,74,0.594,0.749,0.056,0.0338,0.3,0.694,latin
Rihanna,Rude Boy,1,TRUE,2009,0.74,74,0.563,0.75,0.127,0.113,0.0788,0.812,"hip hop, pop, R&B"
OneRepublic,Secrets,0,FALSE,2009,0.74,74,0.516,0.764,0.0366,0.0717,0.115,0.376,pop
Pedro Capó,Calma - Remix,0,FALSE,2018,0.74,74,0.826,0.773,0.0524,0.323,0.143,0.761,"pop, latin"
Jack Ü,Where Are Ü Now (with Justin Bieber),0,FALSE,2015,0.74,74,0.432,0.781,0.0567,0.041,0.0789,0.197,"pop, Dance/Electronic"
Daniel Powter,Bad Day,0,FALSE,2005,0.74,74,0.599,0.785,0.0309,0.448,0.151,0.52,pop
Macklemore,Glorious (feat. Skylar Grey),1,TRUE,2017,0.74,74,0.731,0.794,0.0522,0.0323,0.112,0.356,"hip hop, pop"
Galantis,Runaway (U & I),0,FALSE,2015,0.74,74,0.506,0.805,0.0469,0.00711,0.0856,0.383,"pop, Dance/Electronic"
Natti Natasha,Criminal,0,FALSE,2017,0.74,74,0.814,0.813,0.0561,0.03,0.255,0.839,"pop, latin"
Katy Perry,Last Friday Night (T.G.I.F.),0,FALSE,2012,0.74,74,0.649,0.815,0.0415,0.00125,0.671,0.765,pop
Chris Brown,Forever,0,FALSE,2008,0.74,74,0.672,0.82,0.0459,0.0368,0.184,0.438,"hip hop, pop, R&B"
Maroon 5,One More Night,0,FALSE,2012,0.74,74,0.716,0.821,0.0314,0.0558,0.0844,0.618,pop
Sean Paul,Get Busy,0,FALSE,2002,0.74,74,0.735,0.824,0.036,0.615,0.158,0.726,"hip hop, pop"
Shakira,"Whenever, Wherever",0,FALSE,2001,0.74,74,0.794,0.832,0.0407,0.237,0.203,0.871,"pop, latin"
Bruno Mars,It Will Rain,0,FALSE,2011,0.74,74,0.576,0.835,0.0486,0.337,0.082,0.476,pop
A$AP Ferg,Plain Jane,1,TRUE,2017,0.74,74,0.797,0.844,0.275,0.0651,0.087,0.52,"hip hop, pop"
B.o.B,Nothin' on You (feat. Bruno Mars),0,FALSE,2010,0.74,74,0.688,0.853,0.0493,0.386,0.0862,0.743,"hip hop, pop"
Pitbull,International Love (feat. Chris Brown),0,FALSE,2011,0.74,74,0.67,0.855,0.0499,0.0124,0.335,0.648,"hip hop, pop, latin"
Bruno Mars,Finesse - Remix; feat. Cardi B,0,FALSE,2017,0.74,74,0.704,0.859,0.0996,0.0185,0.0215,0.926,pop
B.o.B,Airplanes (feat. Hayley Williams of Paramore),1,TRUE,2010,0.74,74,0.66,0.867,0.116,0.11,0.0368,0.377,"hip hop, pop"
The Script,Superheroes,0,FALSE,2014,0.74,74,0.49,0.885,0.0396,0.00218,0.0741,0.64,"pop, rock"
John Newman,Love Me Again,0,FALSE,2013,0.74,74,0.495,0.894,0.0441,0.00453,0.103,0.213,set()
Thirty Seconds To Mars,The Kill,0,FALSE,2005,0.74,74,0.179,0.912,0.0791,0.0014,0.582,0.289,rock
Calvin Harris,My Way,0,FALSE,2016,0.74,74,0.818,0.913,0.0426,0.093,0.161,0.536,"hip hop, pop, Dance/Electronic"
Avril Lavigne,What the Hell,0,FALSE,2011,0.74,74,0.578,0.926,0.0548,0.00472,0.14,0.877,pop
The Red Jumpsuit Apparatus,Face Down,0,FALSE,2006,0.74,74,0.545,0.932,0.0399,0.000665,0.127,0.464,pop
Taio Cruz,Break Your Heart,0,FALSE,2010,0.74,74,0.607,0.934,0.0314,0.0327,0.0909,0.568,"hip hop, pop"
Kelly Clarkson,Stronger (What Doesn't Kill You),0,FALSE,2011,0.74,74,0.562,0.939,0.0475,0.046,0.112,0.684,"pop, R&B"
5 Seconds of Summer,She Looks So Perfect,0,FALSE,2014,0.74,74,0.494,0.951,0.132,0.000569,0.327,0.441,pop
Fall Out Boy,"Dance, Dance",0,FALSE,2005,0.74,74,0.622,0.961,0.154,0.00523,0.0854,0.449,rock
Alex & Sierra,Little Do You Know,0,FALSE,2014,0.75,75,0.5,0.292,0.0323,0.746,0.188,0.37,pop
Rae Sremmurd,Swang,1,TRUE,2016,0.75,75,0.681,0.314,0.0581,0.2,0.1,0.166,"hip hop, pop"
Billie Eilish,bury a friend,0,FALSE,2019,0.75,75,0.905,0.389,0.332,0.74,0.106,0.196,"pop, Dance/Electronic"
James Blunt,You're Beautiful,1,TRUE,2005,0.75,75,0.675,0.479,0.0278,0.633,0.088,0.454,pop
Drake,Take Care,1,TRUE,2011,0.75,75,0.629,0.515,0.265,0.0267,0.0888,0.299,"hip hop, pop, R&B"
Sam Smith,Dancing With A Stranger (with Normani),0,FALSE,2019,0.75,75,0.741,0.52,0.0656,0.45,0.222,0.347,pop
Kygo,It Ain't Me (with Selena Gomez),0,FALSE,2017,0.75,75,0.64,0.533,0.0706,0.119,0.0864,0.515,"pop, Dance/Electronic"
Rihanna,Work,1,TRUE,2016,0.75,75,0.725,0.534,0.0946,0.0752,0.0919,0.558,"hip hop, pop, R&B"
Mustard,Pure Water (with Migos),1,TRUE,2019,0.75,75,0.682,0.559,0.127,0.174,0.344,0.137,"hip hop, pop"
Audioslave,Like a Stone,0,FALSE,2002,0.75,75,0.614,0.568,0.0276,0.00797,0.0997,0.516,"rock, metal"
Ne-Yo,So Sick,0,FALSE,2006,0.75,75,0.452,0.574,0.31,0.246,0.189,0.58,"pop, R&B"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),0,FALSE,2016,0.75,75,0.803,0.585,0.0432,0.103,0.0644,0.593,pop
Drake,In My Feelings,1,TRUE,2018,0.75,75,0.835,0.626,0.125,0.0589,0.396,0.35,"hip hop, pop, R&B"
David Guetta,Sexy Bitch (feat. Akon),1,TRUE,2010,0.75,75,0.813,0.627,0.0486,0.0771,0.131,0.801,"hip hop, pop, Dance/Electronic"
Rae Sremmurd,Black Beatles,1,TRUE,2016,0.75,75,0.794,0.632,0.0649,0.142,0.128,0.355,"hip hop, pop"
Migos,Walk It Talk It,1,TRUE,2018,0.75,75,0.907,0.633,0.184,0.0876,0.106,0.395,"hip hop, pop"
Leona Lewis,Bleeding Love,0,FALSE,2007,0.75,75,0.638,0.656,0.0357,0.188,0.146,0.225,"pop, R&B"
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1,TRUE,2018,0.75,75,0.581,0.662,0.303,0.0153,0.111,0.434,hip hop
Destiny's Child,Say My Name,0,FALSE,1999,0.75,75,0.713,0.678,0.102,0.273,0.149,0.734,"pop, R&B"
benny blanco,Eastside (with Halsey & Khalid),0,FALSE,2018,0.75,75,0.56,0.68,0.321,0.555,0.116,0.319,"hip hop, pop"
James Arthur,Impossible,0,FALSE,2013,0.75,75,0.376,0.695,0.0933,0.135,0.11,0.302,pop
Nelly,Ride Wit Me,1,TRUE,2000,0.75,75,0.85,0.7,0.0478,0.0616,0.244,0.722,"hip hop, pop, R&B"
Rihanna,Diamonds,0,FALSE,2012,0.75,75,0.564,0.71,0.0461,0.00125,0.109,0.393,"hip hop, pop, R&B"
Bruno Mars,The Lazy Song,0,FALSE,2010,0.75,75,0.794,0.711,0.0699,0.3,0.0955,0.955,pop
Nicki Minaj,Starships,1,TRUE,2012,0.75,75,0.747,0.716,0.075,0.135,0.251,0.751,"hip hop, pop"
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",0,FALSE,2014,0.75,75,0.596,0.73,0.151,0.24,0.325,0.525,"hip hop, pop, Dance/Electronic"
G-Eazy,Him & I (with Halsey),1,TRUE,2017,0.75,75,0.589,0.731,0.0868,0.0534,0.308,0.191,"hip hop, pop"
Big Sean,I Don't Fuck With You,1,TRUE,2015,0.75,75,0.824,0.733,0.0613,0.0362,0.325,0.395,"hip hop, pop"
MEDUZA,Piece Of Your Heart,0,FALSE,2019,0.75,75,0.677,0.744,0.0295,0.0404,0.074,0.631,"pop, Dance/Electronic"
Nelly,Hot In Herre,1,TRUE,2002,0.75,75,0.956,0.745,0.12,0.206,0.0615,0.912,"hip hop, pop, R&B"
Iyaz,Replay,0,FALSE,2009,0.75,75,0.706,0.751,0.0708,0.173,0.168,0.195,"hip hop, pop"
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),0,FALSE,2016,0.75,75,0.72,0.763,0.0523,0.406,0.18,0.742,"pop, Dance/Electronic"
Rihanna,We Found Love,0,FALSE,2011,0.75,75,0.735,0.766,0.0383,0.025,0.108,0.6,"hip hop, pop, R&B"
Rihanna,We Found Love,0,FALSE,2011,0.75,75,0.735,0.766,0.0383,0.025,0.108,0.6,"hip hop, pop, R&B"
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1,TRUE,2016,0.75,75,0.502,0.786,0.317,0.255,0.65,0.739,"hip hop, pop"
Bazzi,Mine,1,TRUE,2018,0.75,75,0.71,0.789,0.0722,0.0161,0.451,0.717,"pop, Dance/Electronic"
Kardinal Offishall,Dangerous,1,TRUE,2008,0.75,75,0.949,0.79,0.0756,0.00437,0.0816,0.807,"hip hop, pop, R&B"
Anuel AA,Secreto,0,FALSE,2019,0.75,75,0.807,0.803,0.126,0.602,0.136,0.706,latin
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),1,TRUE,2017,0.75,75,0.696,0.817,0.109,0.075,0.187,0.782,"hip hop, pop"
Mike Posner,Cooler Than Me - Single Mix,0,FALSE,2010,0.75,75,0.768,0.82,0.0474,0.179,0.689,0.625,"hip hop, pop, Dance/Electronic"
Bruno Mars,Marry You,0,FALSE,2010,0.75,75,0.621,0.82,0.0367,0.332,0.104,0.452,pop
Vanessa Carlton,A Thousand Miles,0,FALSE,2002,0.75,75,0.56,0.825,0.0379,0.323,0.161,0.268,"Folk/Acoustic, pop"
Wiz Khalifa,Black and Yellow,1,TRUE,2011,0.75,75,0.684,0.834,0.0675,0.0646,0.271,0.538,"hip hop, pop"
Eminem,The Monster,1,TRUE,2013,0.75,75,0.781,0.853,0.0715,0.0525,0.12,0.624,hip hop
Calvin Harris,Blame (feat. John Newman),0,FALSE,2014,0.75,75,0.414,0.857,0.0808,0.0287,0.343,0.348,"hip hop, pop, Dance/Electronic"
T.I.,Live Your Life,1,TRUE,2008,0.75,75,0.375,0.862,0.255,0.071,0.211,0.478,"hip hop, pop"
T.I.,Live Your Life,1,TRUE,2008,0.75,75,0.375,0.862,0.255,0.071,0.211,0.478,"hip hop, pop"
X Ambassadors,Renegades,0,FALSE,2015,0.75,75,0.526,0.862,0.0905,0.0144,0.229,0.528,"hip hop, rock, pop"
X Ambassadors,Renegades,0,FALSE,2015,0.75,75,0.526,0.862,0.0905,0.0144,0.229,0.528,"hip hop, rock, pop"
Avril Lavigne,Sk8er Boi,0,FALSE,2002,0.75,75,0.487,0.9,0.0482,6.79E-05,0.358,0.484,pop
Muse,Uprising,0,FALSE,2009,0.75,75,0.602,0.905,0.0775,0.000202,0.117,0.411,rock
Muse,Supermassive Black Hole,0,FALSE,2006,0.75,75,0.668,0.921,0.0439,0.0492,0.0877,0.782,rock
JAY-Z,Run This Town,1,TRUE,2009,0.75,75,0.632,0.924,0.29,0.281,0.263,0.441,hip hop
Black Eyed Peas,Pump It,0,FALSE,2005,0.75,75,0.648,0.931,0.181,0.00937,0.752,0.744,"hip hop, pop"
Skillet,Monster,0,FALSE,2009,0.75,75,0.64,0.957,0.0741,0.0431,0.0789,0.692,"rock, pop, metal"
Avril Lavigne,Girlfriend,1,TRUE,2007,0.75,75,0.56,0.959,0.102,0.000722,0.209,0.669,pop
Alien Ant Farm,Smooth Criminal,0,FALSE,2001,0.75,75,0.653,0.964,0.0582,0.00316,0.144,0.87,"rock, metal"
Rihanna,Stay,0,FALSE,2012,0.76,76,0.621,0.31,0.0283,0.945,0.117,0.125,"hip hop, pop, R&B"
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",0,FALSE,2014,0.76,76,0.659,0.381,0.0304,0.385,0.0972,0.426,"pop, R&B"
Amy Winehouse,Back To Black,1,TRUE,2006,0.76,76,0.403,0.422,0.0373,0.134,0.0861,0.378,R&B
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1,TRUE,2016,0.76,76,0.886,0.427,0.145,0.0312,0.0906,0.23,hip hop
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1,TRUE,2016,0.76,76,0.886,0.427,0.145,0.0312,0.0906,0.23,hip hop
Bryson Tiller,Exchange,1,TRUE,2015,0.76,76,0.525,0.433,0.185,0.107,0.135,0.276,"hip hop, pop, R&B"
Taylor Swift,I Knew You Were Trouble.,0,FALSE,2012,0.76,76,0.622,0.469,0.0363,0.00454,0.0335,0.679,pop
Drake,Money In The Grave (Drake ft. Rick Ross),1,TRUE,2019,0.76,76,0.831,0.502,0.046,0.101,0.122,0.101,"hip hop, pop, R&B"
Usher,My Boo,0,FALSE,2004,0.76,76,0.662,0.507,0.118,0.257,0.0465,0.676,"hip hop, pop, R&B"
Martin Garrix,In the Name of Love,0,FALSE,2016,0.76,76,0.501,0.519,0.0409,0.109,0.454,0.168,"pop, Dance/Electronic"
Lil Nas X,Old Town Road,0,FALSE,2019,0.76,76,0.907,0.53,0.127,0.0578,0.101,0.507,"hip hop, pop"
Mary J. Blige,Family Affair,0,FALSE,2001,0.76,76,0.911,0.551,0.0449,0.132,0.0863,0.969,"pop, R&B"
Ariana Grande,"break up with your girlfriend, i'm bored",1,TRUE,2019,0.76,76,0.726,0.554,0.0917,0.0421,0.106,0.335,pop
Lorde,Team,0,FALSE,2013,0.76,76,0.69,0.578,0.0929,0.167,0.305,0.416,"pop, Dance/Electronic"
Bruno Mars,Talking to the Moon,0,FALSE,2010,0.76,76,0.498,0.59,0.032,0.511,0.107,0.0784,pop
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),1,TRUE,2010,0.76,76,0.76,0.595,0.0391,0.00544,0.241,0.361,"hip hop, pop"
Shaggy,It Wasn't Me,0,FALSE,2000,0.76,76,0.853,0.606,0.0713,0.0561,0.313,0.654,"hip hop, pop"
Black Eyed Peas,Just Can’t Get Enough,0,FALSE,2010,0.76,76,0.659,0.628,0.179,0.186,0.105,0.262,"hip hop, pop"
P!nk,Try,0,FALSE,2012,0.76,76,0.674,0.628,0.03,0.00144,0.0944,0.552,pop
P!nk,Try,0,FALSE,2012,0.76,76,0.674,0.628,0.03,0.00144,0.0944,0.552,pop
Kygo,Firestone,0,FALSE,2016,0.76,76,0.704,0.634,0.0428,0.393,0.0952,0.411,"pop, Dance/Electronic"
fun.,We Are Young (feat. Janelle Monáe),0,FALSE,2012,0.76,76,0.378,0.638,0.075,0.02,0.0849,0.735,"rock, pop"
Fergie,Big Girls Don't Cry (Personal),0,FALSE,2006,0.76,76,0.708,0.641,0.0335,0.205,0.0945,0.253,"pop, R&B"
Nico & Vinz,Am I Wrong,0,FALSE,2014,0.76,76,0.729,0.675,0.0312,0.175,0.55,0.779,"hip hop, pop"
Nio Garcia,Te Boté - Remix,1,TRUE,2018,0.76,76,0.903,0.675,0.214,0.542,0.0595,0.442,latin
50 Cent,Just A Lil Bit,1,TRUE,2005,0.76,76,0.489,0.692,0.41,0.0322,0.315,0.527,"hip hop, pop"
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",1,TRUE,2013,0.76,76,0.853,0.693,0.275,0.0239,0.11,0.662,hip hop
Britney Spears,Womanizer,0,FALSE,2008,0.76,76,0.724,0.695,0.0622,0.073,0.0889,0.235,pop
Daft Punk,One More Time,0,FALSE,2001,0.76,76,0.613,0.697,0.133,0.0194,0.332,0.476,"hip hop, Dance/Electronic"
Flo Rida,My House,0,FALSE,2015,0.76,76,0.688,0.702,0.0499,0.0215,0.128,0.74,"hip hop, pop"
Flo Rida,My House,0,FALSE,2015,0.76,76,0.688,0.702,0.0499,0.0215,0.128,0.74,"hip hop, pop"
Rag'n'Bone Man,Human,0,FALSE,2017,0.76,76,0.602,0.707,0.302,0.393,0.165,0.554,R&B
P!nk,Raise Your Glass,1,TRUE,2010,0.76,76,0.7,0.709,0.0838,0.0048,0.029,0.624,pop
Taylor Swift,Look What You Made Me Do,0,FALSE,2017,0.76,76,0.766,0.709,0.123,0.204,0.126,0.506,pop
Soulja Boy,Kiss Me Thru The Phone,1,TRUE,2008,0.76,76,0.758,0.712,0.112,0.0185,0.0677,0.795,"hip hop, pop"
Justin Timberlake,Rock Your Body,0,FALSE,2002,0.76,76,0.892,0.714,0.141,0.201,0.0521,0.817,pop
M83,Midnight City,0,FALSE,2011,0.76,76,0.507,0.729,0.0393,0.0182,0.0658,0.272,"rock, pop, metal, Dance/Electronic"
Kanye West,Through The Wire,1,TRUE,2004,0.76,76,0.571,0.739,0.247,0.00865,0.158,0.66,hip hop
Lady Gaga,Just Dance,0,FALSE,2008,0.76,76,0.822,0.739,0.0311,0.0264,0.181,0.745,pop
Alessia Cara,Scars To Your Beautiful,0,FALSE,2016,0.76,76,0.319,0.739,0.272,0.0285,0.111,0.449,"pop, R&B"
Carrie Underwood,Before He Cheats,0,FALSE,2005,0.76,76,0.519,0.749,0.0405,0.271,0.119,0.29,"pop, country"
Beyoncé,Crazy In Love (feat. Jay-Z),0,FALSE,2003,0.76,76,0.646,0.77,0.226,0.00249,0.0715,0.681,"pop, R&B"
50 Cent,P.I.M.P.,1,TRUE,2003,0.76,76,0.712,0.772,0.346,0.0521,0.0368,0.848,"hip hop, pop"
JAY-Z,Numb / Encore,1,TRUE,2004,0.76,76,0.687,0.793,0.166,0.0603,0.582,0.751,hip hop
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,TRUE,2018,0.76,76,0.842,0.801,0.228,0.157,0.0642,0.617,"hip hop, pop, Dance/Electronic"
Kanye West,All Of The Lights,1,TRUE,2010,0.76,76,0.531,0.803,0.0717,0.0796,0.176,0.221,hip hop
Anuel AA,China,0,FALSE,2019,0.76,76,0.786,0.808,0.0882,0.0846,0.0822,0.609,latin
Rihanna,Disturbia,0,FALSE,2008,0.76,76,0.707,0.813,0.0571,0.0863,0.168,0.722,"hip hop, pop, R&B"
Robin Schulz,Sugar (feat. Francesco Yates),0,FALSE,2015,0.76,76,0.636,0.815,0.0581,0.0185,0.163,0.636,"pop, Dance/Electronic"
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",0,FALSE,2016,0.76,76,0.666,0.83,0.0751,0.0123,0.191,0.702,pop
Swedish House Mafia,Don't You Worry Child - Radio Edit,0,FALSE,2012,0.76,76,0.612,0.84,0.0509,0.112,0.116,0.438,"pop, Dance/Electronic"
Calvin Harris,How Deep Is Your Love,0,FALSE,2015,0.76,76,0.738,0.868,0.0731,0.0392,0.388,0.336,"hip hop, pop, Dance/Electronic"
Flo Rida,Club Can't Handle Me (feat. David Guetta),0,FALSE,2010,0.76,76,0.616,0.869,0.0327,0.0283,0.064,0.473,"hip hop, pop"
P!nk,So What,1,TRUE,2008,0.76,76,0.534,0.87,0.0425,0.000334,0.241,0.462,pop
One Direction,Best Song Ever,0,FALSE,2013,0.76,76,0.652,0.877,0.0465,0.0227,0.0789,0.486,pop
Flo Rida,Good Feeling,0,FALSE,2012,0.76,76,0.706,0.89,0.0688,0.0588,0.306,0.684,"hip hop, pop"
Fall Out Boy,Thnks fr th Mmrs,0,FALSE,2007,0.76,76,0.459,0.891,0.0623,0.00511,0.106,0.588,rock
All Time Low,"Dear Maria, Count Me In",0,FALSE,2007,0.76,76,0.459,0.895,0.0805,0.00725,0.206,0.572,rock
