Artist,Song,Explicit,Explicit_f,Year,Popularity,Popularity_f,Danceability,Energy,Speechiness,Acousticness,Liveness,Valence,Genre
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,1,TRUE,2001,0.55,55,0.697,0.793,0.323,0.0844,0.0619,0.56,"hip hop, pop"
Jagged Edge,He Can't Love U,0,FALSE,2000,0.55,55,0.721,0.836,0.206,0.112,0.235,0.508,"hip hop, pop, R&B"
P!nk,There You Go,0,FALSE,2000,0.55,55,0.822,0.847,0.0917,0.0854,0.0452,0.668,pop
John Legend,Green Light (feat. André 3000),0,FALSE,2008,0.55,55,0.622,0.882,0.119,0.0912,0.216,0.762,"pop, R&B"
"H ""two"" O",What's It Gonna Be (feat. Platnum),0,FALSE,2008,0.55,55,0.733,0.9,0.0341,0.0085,0.151,0.937,Dance/Electronic
Bomfunk MC's,Freestyler,0,FALSE,2000,0.55,55,0.822,0.922,0.0989,0.0291,0.252,0.568,pop
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,0,FALSE,2012,0.55,55,0.31,0.926,0.0464,0.0184,0.483,0.493,"pop, Dance/Electronic"
The Ting Tings,Shut Up and Let Me Go,0,FALSE,2007,0.55,55,0.852,0.927,0.0581,0.0109,0.054,0.887,"pop, rock, Dance/Electronic"
99 Souls,The Girl Is Mine,0,FALSE,2016,0.55,55,0.683,0.943,0.0397,0.00423,0.0356,0.706,Dance/Electronic
Avant,Read Your Mind,0,FALSE,2003,0.56,56,0.755,0.381,0.0711,0.291,0.0974,0.695,"pop, R&B"
Craig David,Don't Love You No More (I'm Sorry),0,FALSE,2005,0.56,56,0.636,0.558,0.0245,0.462,0.062,0.572,"hip hop, pop, R&B"
Jagged Edge,Promise,0,FALSE,2000,0.56,56,0.751,0.568,0.0872,0.136,0.0288,0.646,"hip hop, pop, R&B"
The Raconteurs,"Steady, As She Goes",0,FALSE,2006,0.56,56,0.525,0.578,0.12,0.0132,0.108,0.537,rock
Jibbs,Chain Hang Low,1,TRUE,2006,0.56,56,0.792,0.589,0.262,0.0259,0.114,0.778,"hip hop, pop"
U2,Sometimes You Can't Make It On Your Own,0,FALSE,2004,0.56,56,0.53,0.597,0.0247,0.00275,0.105,0.346,"World/Traditional, rock"
Drake,Find Your Love,0,FALSE,2010,0.56,56,0.625,0.613,0.173,0.0209,0.0286,0.738,"hip hop, pop, R&B"
Ashanti,Only U - No Intro,0,FALSE,2004,0.56,56,0.601,0.621,0.0434,0.0374,0.188,0.278,"hip hop, pop, R&B"
Ciara,Promise,0,FALSE,2006,0.56,56,0.697,0.629,0.0425,0.409,0.0819,0.439,"pop, R&B"
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),0,FALSE,2018,0.56,56,0.747,0.641,0.0925,0.25,0.106,0.453,"pop, rock"
Jason Derulo,Talk Dirty (feat. 2 Chainz),1,TRUE,2013,0.56,56,0.76,0.652,0.232,0.0348,0.307,0.759,"hip hop, pop"
Jason Derulo,Talk Dirty (feat. 2 Chainz),1,TRUE,2013,0.56,56,0.76,0.652,0.232,0.0348,0.307,0.759,"hip hop, pop"
The Goo Goo Dolls,Here Is Gone,0,FALSE,2002,0.56,56,0.338,0.685,0.0322,0.00052,0.109,0.221,"pop, rock"
Jordin Sparks,One Step At a Time,0,FALSE,2007,0.56,56,0.766,0.692,0.0289,0.0825,0.0384,0.691,"pop, R&B"
Petey Pablo,Freek-A-Leek,1,TRUE,2003,0.56,56,0.737,0.697,0.254,0.0756,0.359,0.662,"hip hop, pop"
Gabriella Cilmi,Sweet About Me,0,FALSE,2008,0.56,56,0.671,0.701,0.0288,0.0607,0.163,0.585,R&B
Black Eyed Peas,Shut Up,0,FALSE,2003,0.56,56,0.81,0.714,0.243,0.0637,0.237,0.561,"hip hop, pop"
3LW,No More (Baby I'ma Do Right),0,FALSE,2000,0.56,56,0.721,0.723,0.0631,0.102,0.0651,0.761,"pop, R&B"
Blake Shelton,Sure Be Cool If You Did,0,FALSE,2013,0.56,56,0.576,0.726,0.035,0.255,0.108,0.582,country
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",0,FALSE,2007,0.56,56,0.733,0.744,0.0553,0.0772,0.341,0.529,set()
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,0,FALSE,2002,0.56,56,0.838,0.764,0.0586,0.0862,0.0906,0.924,pop
Jack White,Another Way to Die,0,FALSE,2007,0.56,56,0.486,0.765,0.128,0.0239,0.11,0.386,"rock, blues"
LL Cool J,Headsprung,0,FALSE,2004,0.56,56,0.718,0.786,0.0284,0.0114,0.0745,0.465,"hip hop, pop, R&B"
Ashlee Simpson,Pieces Of Me,0,FALSE,2004,0.56,56,0.505,0.799,0.0773,0.0572,0.11,0.772,pop
Snoop Dogg,Sensual Seduction,0,FALSE,2007,0.56,56,0.756,0.829,0.0682,0.003,0.0578,0.504,"hip hop, pop"
Banx & Ranx,Answerphone (feat. Yxng Bane),0,FALSE,2018,0.56,56,0.671,0.834,0.0885,0.0387,0.454,0.454,Dance/Electronic
Enrique Iglesias,Escape,0,FALSE,2001,0.56,56,0.776,0.844,0.0297,0.0277,0.135,0.868,"pop, latin"
JAY-Z,Excuse Me Miss,1,TRUE,2002,0.56,56,0.714,0.862,0.286,0.0305,0.0884,0.887,hip hop
Anastacia,Sick and Tired,0,FALSE,1999,0.56,56,0.598,0.868,0.0373,0.00908,0.279,0.47,pop
Kelly Clarkson,Already Gone,0,FALSE,2009,0.56,56,0.209,0.872,0.0757,0.217,0.0768,0.294,"pop, R&B"
Twista,Sunshine (feat. Anthony Hamilton),1,TRUE,2004,0.56,56,0.926,0.888,0.294,0.261,0.348,0.819,"hip hop, pop, R&B"
Marc Anthony,You Sang To Me,0,FALSE,1999,0.56,56,0.578,0.894,0.0296,0.0103,0.216,0.741,"pop, latin"
OPM,Heaven Is a Halfpipe (If I Die),1,TRUE,2000,0.56,56,0.743,0.894,0.0349,0.0755,0.367,0.77,rock
Rob Thomas,Lonely No More,0,FALSE,2005,0.56,56,0.551,0.896,0.109,0.033,0.0899,0.858,"pop, Folk/Acoustic"
Sunshine Anderson,Heard It All Before,0,FALSE,2001,0.56,56,0.697,0.925,0.216,0.0614,0.095,0.678,"pop, R&B"
3 Doors Down,It's Not My Time,0,FALSE,2008,0.56,56,0.529,0.934,0.0602,0.00153,0.118,0.282,"pop, rock, metal"
Eiffel 65,Move Your Body - Gabry Ponte Original Radio Edit,0,FALSE,1999,0.56,56,0.745,0.958,0.0287,0.0813,0.533,0.96,pop
O-Zone,Dragostea Din Tei,0,FALSE,2004,0.56,56,0.809,0.965,0.0427,0.177,0.0577,0.672,pop
Madison Avenue,Don't Call Me Baby,0,FALSE,1999,0.56,56,0.808,0.982,0.0311,0.0585,0.35,0.961,Dance/Electronic
Donell Jones,Where I Wanna Be,0,FALSE,1999,0.57,57,0.664,0.396,0.0298,0.52,0.268,0.453,"pop, R&B"
Floetry,Say Yes,0,FALSE,2002,0.57,57,0.747,0.398,0.0743,0.211,0.113,0.428,"hip hop, pop, R&B"
Erick Sermon,Music (feat. Marvin Gaye),1,TRUE,2001,0.57,57,0.897,0.466,0.203,0.187,0.0757,0.884,"hip hop, pop"
Ying Yang Twins,Wait (The Whisper Song),1,TRUE,2005,0.57,57,0.933,0.513,0.347,0.00112,0.107,0.595,"hip hop, pop"
Gotye,Somebody That I Used To Know,0,FALSE,2011,0.57,57,0.863,0.527,0.0358,0.607,0.107,0.674,set()
Missy Elliott,Gossip Folks (feat. Ludacris),1,TRUE,2002,0.57,57,0.707,0.538,0.505,0.362,0.317,0.439,"hip hop, pop, R&B"
Leona Lewis,A Moment Like This,0,FALSE,2007,0.57,57,0.261,0.562,0.0301,0.423,0.131,0.167,"pop, R&B"
Anne-Marie,Alarm,1,TRUE,2016,0.57,57,0.756,0.589,0.232,0.0812,0.176,0.811,"pop, Dance/Electronic"
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),0,FALSE,2006,0.57,57,0.772,0.59,0.183,0.0917,0.101,0.743,"hip hop, pop, R&B"
Blue,Sorry Seems To Be The Hardest Word,0,FALSE,2004,0.57,57,0.564,0.6,0.0305,0.183,0.38,0.442,pop
Mystikal,Shake Ya Ass,1,TRUE,2000,0.57,57,0.914,0.607,0.32,0.0626,0.0515,0.666,"hip hop, pop"
Fergie,London Bridge,1,TRUE,2006,0.57,57,0.769,0.609,0.357,0.216,0.166,0.633,"pop, R&B"
NSG,Options,1,TRUE,2020,0.57,57,0.836,0.621,0.0894,0.389,0.104,0.762,"World/Traditional, hip hop"
Jordin Sparks,Battlefield,0,FALSE,2009,0.57,57,0.613,0.634,0.0339,0.0178,0.0639,0.37,"pop, R&B"
Westlife,Mandy,0,FALSE,2003,0.57,57,0.447,0.636,0.0278,0.254,0.11,0.376,pop
Nelly,My Place,1,TRUE,2004,0.57,57,0.6,0.641,0.0423,0.0498,0.0982,0.642,"hip hop, pop, R&B"
Danity Kane,Damaged,0,FALSE,2008,0.57,57,0.774,0.653,0.05,0.0912,0.151,0.818,"pop, R&B"
Doja Cat,Juicy,1,TRUE,2019,0.57,57,0.786,0.658,0.0661,0.0856,0.0689,0.458,pop
Missy Elliott,One Minute Man (feat. Ludacris),1,TRUE,2001,0.57,57,0.622,0.669,0.329,0.0266,0.152,0.57,"hip hop, pop, R&B"
Adam Lambert,Whataya Want from Me,0,FALSE,2009,0.57,57,0.438,0.672,0.0429,0.0055,0.0583,0.457,pop
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),1,TRUE,2006,0.57,57,0.859,0.681,0.0549,0.34,0.213,0.852,pop
K'NAAN,Wavin' Flag,0,FALSE,2009,0.57,57,0.625,0.699,0.0729,0.13,0.238,0.717,set()
2Pac,Until The End Of Time,1,TRUE,2001,0.57,57,0.757,0.706,0.203,0.0267,0.197,0.375,hip hop
112,It's Over Now,0,FALSE,2001,0.57,57,0.66,0.71,0.0409,0.0106,0.0736,0.233,"hip hop, pop, R&B"
Zara Larsson,I Would Like,0,FALSE,2017,0.57,57,0.486,0.713,0.0524,0.0853,0.0839,0.297,"pop, Dance/Electronic"
Jennifer Lopez,Play,1,TRUE,2001,0.57,57,0.775,0.729,0.162,0.0303,0.0361,0.895,"hip hop, pop, R&B"
Omarion,Ice Box,0,FALSE,2006,0.57,57,0.775,0.731,0.134,0.189,0.129,0.821,"hip hop, pop, R&B"
The Pussycat Dolls,Beep,0,FALSE,2005,0.57,57,0.938,0.735,0.0434,0.00952,0.0998,0.55,"pop, R&B"
Beyoncé,Deja Vu (feat. Jay-Z),0,FALSE,2007,0.57,57,0.644,0.746,0.341,0.0071,0.0743,0.355,"pop, R&B"
George Michael,Amazing,0,FALSE,2004,0.57,57,0.805,0.754,0.0394,0.0884,0.117,0.88,set()
Jessica Simpson,With You,0,FALSE,2003,0.57,57,0.553,0.756,0.108,0.0923,0.215,0.605,"pop, R&B"
Joe,Stutter (feat. Mystikal) - Double Take Remix,0,FALSE,2000,0.57,57,0.767,0.759,0.117,0.0513,0.31,0.677,"pop, R&B"
Ne-Yo,Beautiful Monster,0,FALSE,2010,0.57,57,0.708,0.771,0.131,0.209,0.277,0.494,"pop, R&B"
Baauer,Harlem Shake,0,FALSE,2013,0.57,57,0.452,0.794,0.0483,0.0111,0.416,0.282,Dance/Electronic
Nelly,Hey Porsche,1,TRUE,2013,0.57,57,0.726,0.795,0.029,0.136,0.698,0.952,"hip hop, pop, R&B"
Calvin Harris,Acceptable in the 80's,0,FALSE,2007,0.57,57,0.787,0.808,0.0511,0.0143,0.0466,0.942,"hip hop, pop, Dance/Electronic"
Alanis Morissette,Hands Clean,0,FALSE,2002,0.57,57,0.513,0.82,0.0299,0.00192,0.504,0.52,"pop, Folk/Acoustic"
Take That,The Flood,0,FALSE,2010,0.57,57,0.514,0.83,0.044,0.0378,0.122,0.138,pop
Ludacris,Stand Up,1,TRUE,2003,0.57,57,0.751,0.84,0.349,0.367,0.0916,0.801,"hip hop, pop"
Jessie J,Do It Like A Dude,1,TRUE,2011,0.57,57,0.663,0.843,0.049,0.0491,0.364,0.375,"hip hop, pop"
Santana,Into the Night (feat. Chad Kroeger),0,FALSE,2007,0.57,57,0.595,0.844,0.0331,0.0137,0.234,0.603,"rock, blues, latin"
Kelis,Millionaire,0,FALSE,2003,0.57,57,0.68,0.847,0.108,0.0217,0.0374,0.75,"pop, R&B, Dance/Electronic"
Drake,Over,1,TRUE,2010,0.57,57,0.325,0.848,0.279,0.0109,0.124,0.433,"hip hop, pop, R&B"
N.E.R.D,She Wants To Move,0,FALSE,2004,0.57,57,0.766,0.851,0.0786,0.00402,0.256,0.8,hip hop
Pretty Ricky,On the Hotline - Amended Version,0,FALSE,2007,0.57,57,0.704,0.854,0.183,0.0185,0.148,0.688,"hip hop, pop, R&B"
D12,How Come,1,TRUE,2004,0.57,57,0.745,0.858,0.237,0.28,0.188,0.547,"hip hop, pop, rock"
Rich Boy,Throw Some D's,1,TRUE,2007,0.57,57,0.697,0.86,0.43,0.0368,0.0721,0.433,"hip hop, pop"
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",1,TRUE,2003,0.57,57,0.802,0.863,0.2,0.0199,0.141,0.873,"hip hop, pop"
Alexandra Burke,Bad Boys (feat. Flo Rida),0,FALSE,2009,0.57,57,0.67,0.866,0.0538,0.0115,0.358,0.636,pop
Infernal,From Paris to Berlin,0,FALSE,2004,0.57,57,0.741,0.869,0.0816,0.096,0.0396,0.839,pop
Keri Hilson,Knock You Down,0,FALSE,2009,0.57,57,0.588,0.877,0.16,0.00952,0.171,0.645,"pop, R&B"
Anne-Marie,Ciao Adios,0,FALSE,2017,0.57,57,0.698,0.882,0.0863,0.127,0.15,0.445,"pop, Dance/Electronic"
Room 5,Make Luv,0,FALSE,2003,0.57,57,0.883,0.887,0.116,0.0111,0.0367,0.648,Dance/Electronic
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),0,FALSE,2016,0.57,57,0.807,0.887,0.275,0.00381,0.391,0.78,set()
MIKA,Love Today,0,FALSE,2006,0.57,57,0.673,0.913,0.0664,0.0304,0.113,0.587,pop
Tinie Tempah,Written in the Stars (feat. Eric Turner),0,FALSE,2010,0.57,57,0.656,0.931,0.0981,0.0613,0.219,0.534,"hip hop, pop, Dance/Electronic"
Sugababes,Hole In The Head,0,FALSE,2003,0.57,57,0.785,0.933,0.0309,0.0303,0.137,0.962,"pop, R&B"
Florida Georgia Line,Cruise,0,FALSE,2012,0.57,57,0.457,0.948,0.0354,0.0191,0.0536,0.878,country
The Prodigy,Omen,0,FALSE,2009,0.57,57,0.545,0.953,0.0441,0.000941,0.281,0.558,"rock, pop, Dance/Electronic"
Madonna,Give It 2 Me,0,FALSE,2008,0.57,57,0.837,0.954,0.0414,0.0933,0.143,0.972,pop
Pendulum,Propane Nightmares,0,FALSE,2008,0.57,57,0.356,0.966,0.0825,0.000262,0.192,0.215,Dance/Electronic
J. Holiday,Suffocate - Superclean,0,FALSE,2007,0.58,58,0.458,0.445,0.361,0.64,0.118,0.447,"hip hop, pop, R&B, Dance/Electronic"
Elliott Yamin,Wait for You,0,FALSE,2007,0.58,58,0.764,0.487,0.0281,0.25,0.184,0.352,set()
Daniel Bedingfield,If You're Not The One,0,FALSE,2002,0.58,58,0.688,0.538,0.0292,0.504,0.111,0.27,pop
Daniel Bedingfield,If You're Not The One,0,FALSE,2002,0.58,58,0.688,0.538,0.0292,0.504,0.111,0.27,pop
Britney Spears,"I'm Not a Girl, Not Yet a Woman",0,FALSE,2001,0.58,58,0.534,0.543,0.0245,0.579,0.112,0.418,pop
Fergie,Clumsy,0,FALSE,2006,0.58,58,0.731,0.563,0.131,0.191,0.296,0.452,"pop, R&B"
Atomic Kitten,Eternal Flame - Single Version,0,FALSE,2001,0.58,58,0.578,0.581,0.0318,0.0658,0.0674,0.408,pop
Destiny's Child,Cater 2 U,0,FALSE,2004,0.58,58,0.605,0.584,0.197,0.286,0.235,0.464,"pop, R&B"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),1,TRUE,2010,0.58,58,0.76,0.595,0.0391,0.00544,0.241,0.361,"hip hop, pop"
Lil Wayne,Got Money,1,TRUE,2008,0.58,58,0.694,0.661,0.118,0.00188,0.676,0.702,"hip hop, pop"
Ciara,Love Sex Magic (feat. Justin Timberlake),0,FALSE,2009,0.58,58,0.893,0.666,0.138,0.0206,0.342,0.874,"pop, R&B"
Tyga,Faded,1,TRUE,2012,0.58,58,0.831,0.667,0.188,0.0103,0.35,0.339,"hip hop, pop"
Truth Hurts,Addictive,1,TRUE,2002,0.58,58,0.701,0.677,0.147,0.0737,0.187,0.367,"pop, R&B"
Naughty Boy,La La La,0,FALSE,2013,0.58,58,0.754,0.677,0.0316,0.112,0.111,0.254,Dance/Electronic
Sugababes,Too Lost In You,0,FALSE,2003,0.58,58,0.586,0.705,0.0287,0.0485,0.15,0.459,"pop, R&B"
Sugababes,Too Lost In You,0,FALSE,2003,0.58,58,0.586,0.705,0.0287,0.0485,0.15,0.459,"pop, R&B"
Blue,If You Come Back,0,FALSE,2001,0.58,58,0.582,0.707,0.0319,0.0822,0.0467,0.701,pop
Keyshia Cole,Let It Go,0,FALSE,2007,0.58,58,0.808,0.721,0.213,0.197,0.205,0.773,"hip hop, pop, R&B"
Simply Red,Sunrise,0,FALSE,2008,0.58,58,0.791,0.733,0.029,0.00189,0.0859,0.917,"rock, R&B, Folk/Acoustic, pop"
Madonna,American Pie,0,FALSE,2000,0.58,58,0.631,0.734,0.036,0.348,0.135,0.591,pop
Akon,Smack That,1,TRUE,2006,0.58,58,0.94,0.743,0.0475,0.317,0.0909,0.932,pop
Jax Jones,Breathe,0,FALSE,2017,0.58,58,0.722,0.744,0.0363,0.0234,0.143,0.686,"hip hop, pop, Dance/Electronic"
Jax Jones,Breathe,0,FALSE,2017,0.58,58,0.722,0.744,0.0363,0.0234,0.143,0.686,"hip hop, pop, Dance/Electronic"
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,0,FALSE,2006,0.58,58,0.711,0.761,0.225,0.067,0.041,0.718,"hip hop, pop"
Musiq Soulchild,Halfcrazy,0,FALSE,2002,0.58,58,0.412,0.77,0.18,0.462,0.0485,0.418,"pop, R&B"
Take That,Rule The World - Radio Edit,0,FALSE,2007,0.58,58,0.357,0.774,0.034,0.0376,0.348,0.348,pop
The Veronicas,Untouched,0,FALSE,2005,0.58,58,0.557,0.783,0.234,0.0171,0.151,0.442,"pop, Dance/Electronic"
Selena Gomez,The Heart Wants What It Wants,0,FALSE,2014,0.58,58,0.616,0.789,0.0377,0.053,0.142,0.621,pop
Avril Lavigne,Don't Tell Me,0,FALSE,2004,0.58,58,0.523,0.795,0.0386,0.00462,0.358,0.484,pop
Madonna,Music,0,FALSE,2000,0.58,58,0.736,0.802,0.0663,0.00149,0.14,0.871,pop
Eve,Gangsta Lovin',1,TRUE,2002,0.58,58,0.723,0.84,0.0608,0.0619,0.0945,0.827,"hip hop, pop, R&B"
The Streets,Fit but You Know It,1,TRUE,2004,0.58,58,0.68,0.844,0.299,0.23,0.0305,0.895,"hip hop, Dance/Electronic"
N.O.R.E.,Nothin',1,TRUE,2002,0.58,58,0.791,0.863,0.151,0.317,0.27,0.742,"hip hop, pop"
Girls Aloud,Sound Of The Underground,0,FALSE,2003,0.58,58,0.568,0.867,0.0365,0.00344,0.328,0.88,"pop, Dance/Electronic"
Nas,I Can,0,FALSE,2002,0.58,58,0.837,0.885,0.182,0.103,0.0666,0.694,hip hop
Ronan Keating,Lovin' Each Day,0,FALSE,2000,0.58,58,0.541,0.899,0.0633,0.0178,0.286,0.829,"pop, rock"
Vengaboys,Shalala Lala,0,FALSE,2000,0.58,58,0.751,0.901,0.0328,0.0504,0.0395,0.973,pop
Britney Spears,Born to Make You Happy,0,FALSE,1999,0.58,58,0.633,0.922,0.0454,0.116,0.071,0.686,pop
Robbie Williams,Tripping,0,FALSE,2005,0.58,58,0.666,0.922,0.0429,0.0381,0.0633,0.828,"pop, rock"
Kaiser Chiefs,Everyday I Love You Less And Less,0,FALSE,2005,0.58,58,0.49,0.956,0.0407,0.00466,0.242,0.577,rock
DJ Ötzi,Hey Baby (Radio Mix),0,FALSE,2010,0.58,58,0.666,0.968,0.046,0.123,0.347,0.834,"pop, easy listening, Dance/Electronic"
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,0,FALSE,2012,0.58,58,0.524,0.972,0.0431,0.00656,0.224,0.476,"pop, Dance/Electronic"
Lloyd,Southside,0,FALSE,2004,0.59,59,0.688,0.404,0.0818,0.377,0.0813,0.448,"hip hop, pop, R&B"
Baby Boy Da Prince,The Way I Live - Main Explicit,1,TRUE,2006,0.59,59,0.88,0.438,0.248,0.0147,0.0907,0.714,"hip hop, pop"
Taylor Swift,I Knew You Were Trouble.,0,FALSE,2012,0.59,59,0.622,0.469,0.0363,0.00454,0.0335,0.679,pop
Christina Perri,human,0,FALSE,2013,0.59,59,0.439,0.489,0.0368,0.132,0.114,0.253,pop
Montell Jordan,Get It On Tonite,0,FALSE,1999,0.59,59,0.813,0.491,0.077,0.241,0.0817,0.868,"hip hop, pop, R&B"
Houston,I Like That,0,FALSE,2004,0.59,59,0.797,0.502,0.0968,0.0154,0.1,0.385,"hip hop, pop"
Mariah Carey,Thank God I Found You (feat. Joe & 98°),0,FALSE,1999,0.59,59,0.348,0.532,0.0331,0.592,0.106,0.148,"pop, R&B"
Ginuwine,In Those Jeans,1,TRUE,2003,0.59,59,0.691,0.541,0.0776,0.508,0.0753,0.319,"hip hop, pop, R&B"
Fabolous,Throw It In The Bag,1,TRUE,2009,0.59,59,0.789,0.55,0.0473,0.174,0.0614,0.696,"hip hop, pop, R&B"
Trick Daddy,I'm a Thug,1,TRUE,2001,0.59,59,0.933,0.561,0.122,0.0275,0.102,0.586,"hip hop, pop"
Usher,U Don't Have to Call,1,TRUE,2001,0.59,59,0.793,0.568,0.0459,0.0478,0.0304,0.806,"hip hop, pop, R&B"
Craig David,Rise & Fall (feat. Sting),0,FALSE,2002,0.59,59,0.405,0.589,0.0586,0.252,0.661,0.808,"hip hop, pop, R&B"
Pretty Ricky,Your Body,1,TRUE,2005,0.59,59,0.838,0.594,0.113,0.176,0.0867,0.507,"hip hop, pop, R&B"
Ciara,Get Up (feat. Chamillionaire),0,FALSE,2006,0.59,59,0.964,0.595,0.109,0.0248,0.0405,0.629,"pop, R&B"
MiMS,This Is Why I'm Hot,1,TRUE,2007,0.59,59,0.621,0.6,0.576,0.277,0.495,0.485,"hip hop, pop"
Khia,"My Neck, My Back (Lick It)",1,TRUE,2015,0.59,59,0.859,0.625,0.13,0.0296,0.0537,0.71,"pop, R&B"
Ludacris,Get Back,1,TRUE,2004,0.59,59,0.555,0.639,0.263,0.0594,0.118,0.184,"hip hop, pop"
David Guetta,Flames,0,FALSE,2018,0.59,59,0.631,0.649,0.0385,0.0817,0.0934,0.421,"hip hop, pop, Dance/Electronic"
Mis-Teeq,Scandalous - U.S. Radio Edit,0,FALSE,2004,0.59,59,0.734,0.668,0.0349,0.0526,0.0925,0.651,"pop, Dance/Electronic"
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,0,FALSE,2007,0.59,59,0.584,0.681,0.0781,0.495,0.289,0.821,"hip hop, pop"
Mýa,Case Of The Ex (Whatcha Gonna Do),0,FALSE,2000,0.59,59,0.772,0.688,0.0405,0.0548,0.0725,0.348,"pop, R&B"
Céline Dion,A New Day Has Come - Radio Remix,0,FALSE,2001,0.59,59,0.574,0.691,0.035,0.0826,0.149,0.195,pop
Fat Joe,Make It Rain,1,TRUE,2006,0.59,59,0.744,0.697,0.197,0.0106,0.0842,0.767,"hip hop, pop"
ZAYN,PILLOWTALK,1,TRUE,2016,0.59,59,0.588,0.702,0.0496,0.104,0.089,0.429,"pop, Dance/Electronic"
Soulja Boy,Turn My Swag On,0,FALSE,2008,0.59,59,0.546,0.712,0.0269,0.000969,0.406,0.489,"hip hop, pop"
Wiley,Wearing My Rolex - Radio Edit,0,FALSE,2008,0.59,59,0.876,0.716,0.135,0.0468,0.0667,0.755,"hip hop, Dance/Electronic"
Gwen Stefani,Cool,0,FALSE,2004,0.59,59,0.709,0.721,0.0281,0.0322,0.355,0.801,"pop, R&B"
Cardi B,Bodak Yellow,1,TRUE,2017,0.59,59,0.929,0.723,0.109,0.0672,0.346,0.458,"hip hop, pop"
J-Kwon,Tipsy - Club Mix,1,TRUE,2001,0.59,59,0.925,0.741,0.315,0.0653,0.044,0.654,"hip hop, pop"
Pitbull,I Know You Want Me (Calle Ocho),0,FALSE,2009,0.59,59,0.825,0.743,0.149,0.0142,0.237,0.8,"hip hop, pop, latin"
Disturbing Tha Peace,Move Bitch,1,TRUE,2002,0.59,59,0.777,0.751,0.133,0.245,0.1,0.191,"hip hop, pop"
T2,Heartbroken - Edit,0,FALSE,2017,0.59,59,0.716,0.757,0.0329,0.0258,0.16,0.877,Dance/Electronic
Sean Paul,Gimme the Light,1,TRUE,2002,0.59,59,0.778,0.761,0.0525,0.141,0.0441,0.923,"hip hop, pop"
Ultrabeat,Pretty Green Eyes - Radio Edit,0,FALSE,2003,0.59,59,0.553,0.775,0.043,0.212,0.0728,0.51,"pop, Dance/Electronic"
Lemaitre,Closer,0,FALSE,2017,0.59,59,0.583,0.785,0.0337,0.0012,0.124,0.355,pop
Ronan Keating,Life Is A Rollercoaster,0,FALSE,2000,0.59,59,0.655,0.791,0.0302,0.1,0.334,0.862,"pop, rock"
Sean Paul,We Be Burnin',0,FALSE,2005,0.59,59,0.95,0.803,0.151,0.145,0.0748,0.86,"hip hop, pop"
Tinchy Stryder,Number 1,0,FALSE,2009,0.59,59,0.581,0.824,0.0377,0.0105,0.483,0.747,"pop, Dance/Electronic"
Olly Murs,Dear Darlin',0,FALSE,2012,0.59,59,0.512,0.828,0.0454,0.00627,0.119,0.34,"pop, Dance/Electronic"
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,0,FALSE,2003,0.59,59,0.804,0.836,0.089,0.32,0.213,0.85,pop
Sugababes,Round Round,0,FALSE,2002,0.59,59,0.74,0.845,0.0338,0.00287,0.115,0.749,"pop, R&B"
Razorlight,In The Morning,0,FALSE,2006,0.59,59,0.616,0.855,0.042,0.00379,0.318,0.686,"rock, pop"
OneRepublic,Stop And Stare,0,FALSE,2007,0.59,59,0.492,0.859,0.0332,0.0659,0.0756,0.251,pop
Kelly Rowland,Commander,0,FALSE,2011,0.59,59,0.395,0.876,0.138,0.0173,0.362,0.567,"hip hop, pop, R&B"
Rizzle Kicks,Down With The Trumpets,0,FALSE,2011,0.59,59,0.753,0.88,0.0806,0.087,0.24,0.794,hip hop
Kelly Clarkson,Behind These Hazel Eyes,0,FALSE,2004,0.59,59,0.548,0.889,0.0382,0.00165,0.197,0.425,"pop, R&B"
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,0,FALSE,2004,0.59,59,0.668,0.905,0.038,0.00232,0.141,0.667,Dance/Electronic
JAY-Z,I Just Wanna Love U (Give It 2 Me),1,TRUE,2000,0.59,59,0.8,0.922,0.24,0.301,0.0352,0.801,hip hop
OneRepublic,Love Runs Out,0,FALSE,2014,0.59,59,0.719,0.935,0.0589,0.167,0.0973,0.738,pop
Girls Aloud,Love Machine,0,FALSE,2004,0.59,59,0.663,0.95,0.0621,0.00127,0.0753,0.697,"pop, Dance/Electronic"
Keane,Is It Any Wonder?,0,FALSE,2006,0.59,59,0.489,0.955,0.0363,3.82E-05,0.334,0.816,pop
